Title,Description,Location,ID,Price,Bed,Date
Flats for rent (Family Only),"Flat at Calicut city (Nearby Passport office , District Cooperative hospital, Xylem)","India,Kerala,Kozhikode,Calicut Civil Station",1766736933,"₹ 15,000",2 Bds - 2 Ba - 800 ft2,2024-04-05T08:51:39+0000
3 bhk House for Rent at poovangal,"3 bhk House for Rent at poovangal 1200 sqft3 bhk attechedWell waterCar parkingKitchenRent- 15000More detailsEndless properties2 nd floor kairali complexThondayad, calicut","India,Kerala,Kozhikode,Poovangal",1764547122,"₹ 15,000",3 Bds - 2 Ba - 1200 ft2,2024-04-05T07:16:13+0000
5 BHK FULLY FURNISHED HOUSE FOR RENT AT CHEVAYOOR,5 BHK FULLY FURNISHED HOUSE FOR RENT AT CHEVAYOOR5 bhkKitchen cabinetCar parkingBed and cottWell waterRent- 30000Advance - 6 month RentMore details Endless properties 2ndfloor Kairali ComplexThondayad.  Calicut,"India,Kerala,Kozhikode,Chevayur",1764544640,"₹ 30,000",3 Bds - 3 Ba - 1800 ft2,2024-04-05T06:46:21+0000
"BACHELORS ALLOWED GROUND FLOOR FOR RENT,GOVINDAPURAM,CALICU","TWO BEDROOM,ONE ATTACHED,ONE COMMON BATHROOM,HALL,KITCHEN,BORWELL WATER,TWO WHEELER SITERENT:10000ADVANCE:25000CONT NU:8921*4664*                        25","India,Kerala,Kozhikode,Govindapuram",1652398928,"₹ 10,000",2 Bds - 2 Ba - 1100 ft2,2024-04-05T06:32:31+0000
3Bhk fully furnished Apartment for Rent at pottammal,3Bhk fully furnished Apartment For Rent at pottammal ◾3Bhk attached◾1600 sqft◾bed with cott◾ sofa◾ Table with chairs◾wardrobe◾Modular kitchenAminities◾ swimming pool◾ children's play area◾ 24 hour security ◾ water back up◾power back up◾ CctvRent-45000 +5000 mncMore DetailsEndless properties2nd floor Kairali complexThondayad,"India,Kerala,Kozhikode,Pottammal",1754944761,"₹ 50,000",3 Bds - 3 Ba - 1600 ft2,2024-04-05T06:31:16+0000
House for Rent @ Nadakkavu,Upstair House,"India,Kerala,Kozhikode,Vandipetta",1766719953,"₹ 17,000",2 Bds - 1 Ba - 800 ft2,2024-04-05T06:25:03+0000
5 bhk House for Rent at Thondayad,"5 bhk house for Rent at Thondayad5 bhk, Kitchen cabinet, car parking, well water etc Rent - 26000More detailsEndless properties2 nd floor kairali complexThondayad, calicut","India,Kerala,Kozhikode,Thondayad",1764540231,"₹ 26,000",4+ Bds - 4 Ba - 1800 ft2,2024-04-05T06:16:18+0000
3 bhk fully furnished flat for Rent at Mankavu,REDY TO OCCUPY BRAND NEW FLAT FOR RENT AT MANKAVU.◾3bhk attached ◾1525 sqft◾24hrs security ◾Children's Play area◾Lift◾Covered Car parking ◾Centralized gas◾Power back up ◾Waterback upDistance  from  Main Location to Apartment ◾1.5 KM from Gokulam public school ◾1.5 KM from upcoming LULU Convention center ◾2 KM From MIMS Hospital   and 4 KM.from  Baby Memorial Hospital ◾4 KM From Railway station ◾4.5 KM From kozhikode Beach RENT - 35000 including mncMore details Endless properties 2ndfloor Kairali ComplexThondayad.  Calicut,"India,Kerala,Kozhikode,Mankavu",1764536890,"₹ 31,000",3 Bds - 3 Ba - 1525 ft2,2024-04-05T06:01:20+0000
3Bhk Semi furnished Apartment for Rent At pottammal,3 bhk semi furnished Apartment for Rent At pottammal ◾3bhk attached ◾1000sqft ◾Modular kitchen ◾Balcony ◾Warddrobs Aminites◾Power backup◾24 hrs security◾Water back up◾Gym◾Car parkingRent-25000 including mncMore detailsEndless properties2 nd floor kairali complexThondayad. Calicut,"India,Kerala,Kozhikode,Pottammal",1760110435,"₹ 25,000",3 Bds - 3 Ba - 1300 ft2,2024-04-05T05:51:15+0000
Karaparamba krishnan nair road nr cp building 5BHK house for rent,Karaparamba krishnan nair road nr cp building 5 BHK house for rentWell water 1 car parkingRent 15000Ad 75000,"India,Kerala,Kozhikode,Karaparamba",1766715239,"₹ 15,000",,2024-04-05T05:46:18+0000
Asokapuram nr rajendra hospital 2BHK house 1 st floor for rent,Asokapuram nr rajendra hospital 2BHK house 1 st floor for rentOnly bachelors 5 men Rent 15000Ad 60000Ph 96⁴56575¹6,"India,Kerala,Kozhikode,Asokapuram",1766714297,"₹ 15,000",,2024-04-05T05:38:22+0000
Gandhiroad 2 BHK house for rent,Gandhi road 2BHK house for rentWell nd corporation water1 km d from english churchRent 8000Ad 30000Ph 96⁴56575¹6,"India,Kerala,Kozhikode,Gandhi Road",1766713537,"₹ 8,000",,2024-04-05T05:32:19+0000
3bhk semi furnished flat for rent at Thondayad bypass,3bhk semi furnished flat for rent at Thondayad bypass,"India,Kerala,Kozhikode,Thondayad",1616812515,"₹ 28,000",3 Bds - 3 Ba - 1800 ft2,2024-04-05T05:01:43+0000
1 bhk fully furnished flat for rent at Thondayad bypass,30 Amenities Lift Security,"India,Kerala,Kozhikode,Thondayad",1587367558,"₹ 22,000",1 Bds - 2 Ba - 700 ft2,2024-04-05T05:01:43+0000
Studio fully furnished flat for rent at Calicut,Studio fully furnished flat for rent at Calicut,"India,Kerala,Kozhikode,Thondayad",1580640766,"₹ 19,000",1 Bds - 1 Ba - 483 ft2,2024-04-05T04:46:22+0000
Double Storeyed House for Lease chevayoor cali,"Double Storeyed House for Lease chevayoor calicut4 bedroom ,4 bathroom ,car site lease 25 lakhsmob  62     82     91     07    7   9","India,Kerala,Kozhikode,Chevayoor",1757693777,"₹ 25,00,000",4 Bds - 4 Ba - 2000 ft2,2024-04-05T04:35:04+0000
FURNISHED UPSATIRE FOR RENT NEAR MIMS HOSPITAL CALICUT,"FURNISHED UPSATIRE FOR RENT NEAR MIMS HOSPITAL CALICUTONE BEDROORM HALL KICHEN ,KWA WATER ,CAR SITE ,FAMILY OR LADIES RENT  13000 ADVANCE 50000MOB 8    6    0    6     5      5    1    3  9  5","India,Kerala,Kozhikode,Govindapuram",1728603982,"₹ 13,000",1 Bds - 1 Ba - 800 ft2,2024-04-05T04:28:52+0000
Line house,"Its a line house, with a shop","India,Kerala,Kozhikode,Govindapuram",1766704296,"₹ 20,00,000",2 Bds - 1 Ba - 502 ft2,2024-04-05T03:57:01+0000
LEASE (PANAYAM),"Nadakkavu, first floor only, good location,","India,Kerala,Kozhikode,East Nadakkavu",1766701217,"₹ 15,00,000",3 Bds - 3 Ba - 1300 ft2,2024-04-05T03:13:55+0000
House for rent,House for rent near Arayadathpalam,"India,Kerala,Kozhikode,Puthiyara",1766681564,"₹ 16,000",2 Bds - 2 Ba - 2000 ft2,2024-04-04T16:35:55+0000
3 BHK FIRST FLOOR FOR RENT AT POTTAMMAL,"This is a 3 BHK individual house just 150 meters from Pottammal Junction Kozhikode. Ground floor occupied by Owner.  Car park and one scooter parking space avavailable. Two bed rooms are attached. One big hall cum dining, Kitchen, grilled work area available. Corporation water. Villa located at Ullas Nagar just behind the house of Dr.Bhat, eye specialist. 2 Kms from Baby Memorial hospital and 3 Kms to Kozhikode Medical College. 5 KMs from Railway Station.","India,Kerala,Kozhikode,Pottammal",1766673775,"₹ 18,000",3 Bds - 2 Ba - 1300 ft2,2024-04-04T15:01:21+0000
Flat for rent,"Kozhikode City 3 bhk full furnished flatRent 30,000.Parking. Lift. Security, Gym.","India,Kerala,Kozhikode,Cherooty Road",1766644724,"₹ 30,000",3 Bds - 3 Ba - 1751 ft2,2024-04-04T10:07:18+0000
Hi lite residency 3 bhk fully furnished flat for rent,Hi lite residency 3 bhk fully furnished flat for rent,"India,Kerala,Kozhikode,Thondayad",1745400717,"₹ 37,000",3 Bds - 3 Ba - 1750 ft2,2024-04-04T10:03:16+0000
3 bhk fully furnished Apartment for Rent at karaparamba,"3 bhk fully furnished  Apartment for Rent at karaparamba◾3 bhk atteched◾1080 sqft◾balcony◾ bed with cott◾modular kitchen◾AcAminites◾water backe up◾power back up◾24 hrs security◾pool◾covered car parkingRent- 45000 including mncMore detailsEndless properties2nd floor, kairali complexThondayad, calicut","India,Kerala,Kozhikode,Karaparamba",1765901008,"₹ 45,000",3 Bds - 3 Ba - 1080 ft2,2024-04-04T09:01:14+0000
"Newly constructed 1bhk for rent near pushpa junction, calicut",Newly constructed 1bhk for rent in Calicut,"India,Kerala,Kozhikode,Chalappuram",1766619149,"₹ 13,000",1 Bds - 1 Ba - 900 ft2,2024-04-04T06:29:01+0000
"BRANDED FULLY  FURNISHED STUDIO FLAT FOR RENT AT MALAPARAMBU,KOZHIKODE","BRANDED FULLY FURNISHED STUDIO FLAT FOR RENT AT MALAPARAMBU KOZHIKODE.FECILITIESLIFT ,GYM,COVERED PARKING,,24 HOURS SECURITY, BIO METRIC ENTRANCE.RENT_ 17000MAINTENANCE CHARGE_ 2000 EXTRA","India,Kerala,Kozhikode,Malaparamba Paroppady",1766615367,"₹ 19,000",1 Bds - 1 Ba - 650 ft2,2024-04-04T05:59:37+0000
Fully furnished 2BHK apartment near MIMS Hospital & LULU mall for rent,"2 BHK fully furnished with AC, centralized gas, covered car parking etc etc  in Crescent Kings spear apartments very near to MIMS Hospital and LULU Mall is ready for rent out.","India,Kerala,Kozhikode,Govindapuram",1766610259,"₹ 25,000",2 Bds - 2 Ba - 1250 ft2,2024-04-04T05:17:26+0000
2bhk apartment for rent@ ashokapuram,2bhk apartment for rent@ ashokapuram for bachelors,"India,Kerala,Kozhikode,Ashokapuram",1766602699,"₹ 13,000",2 Bds - 2 Ba - 1350 ft2,2024-04-04T03:59:48+0000
Apartment for rent@ methott thazham,2bhk furnished apartment for rent for bachelors Only ac bed including,"India,Kerala,Kozhikode,Pottammal",1766602406,"₹ 17,000",2 Bds - 2 Ba - 1500 ft2,2024-04-04T03:56:08+0000
"BACHELOUR ALLOWED DOUBLE STORED E HOUSE FOR RENT,BABY MEMMORIALALICUT","FIVE BEDROOM ATTACHED,HALL,KITCHEN,GOOD WELL WATER,SMALL CAR SITE","India,Kerala,Kozhikode,Puthiyara",1658435453,"₹ 35,000",4+ Bds - 4+ Ba - 800 ft2,2024-04-04T03:01:45+0000
3 bedroom indipendent house karaparamba,3 bedroom 2 attached 1 common bathroom Hall kitchen work area good ground open water well all vehicles acess road frontage just 300 meter bus stop Krishnan Nair road meepom road 15000/- Rent fiffty thousand advancePlz check our profile more property details,"India,Kerala,Kozhikode,Karaparamba",1766596966,"₹ 15,000",3 Bds - 3 Ba - 1350 ft2,2024-04-04T02:39:17+0000
"House for Rent in Westhill Chungam, Kozhikode","House for Rent at Westhill Chungam, Kozhikode- 2BHK (2 Bathrooms attached)- First Floor- 100 mts from Westhill Chungam Junction- Separate EB and water supply (Well) - Family preferred.","India,Kerala,Kozhikode,West Hill Chungam",1765946502,"₹ 15,000",2 Bds - 2 Ba - 1200 ft2,2024-03-28T16:54:26+0000
Upstair portion for rent near kottooli. Rent 10000/- adv 40000/-,"Upstair portion for rent near kottooli. Rent 10000/- adv 40000/-, girls, family only","India,Kerala,Kozhikode,Koottuli",1765935827,"₹ 10,000",2 Bds - 2 Ba - 1250 ft2,2024-03-28T14:48:22+0000
House for rent,House for rent in chevayoor,"India,Kerala,Kozhikode,Chevayoor",1740813527,"₹ 10,000",2 Bds - 2 Ba - 700 ft2,2024-03-28T14:23:52+0000
1000000 lakh lease,It's a 3bhk ground Flore house with 2 bathroom semi furnished house. Ready to occupy.Lease amount is 1000000.Not negotiable...,"India,Kerala,Kozhikode,Panniyankara",1765931606,"₹ 10,00,000",3 Bds - 2 Ba - 1200 ft2,2024-03-28T14:04:07+0000
4BHK 2500sqft  House for lease.Multiple car parking available,"4 bedroom , 4+ bathroom, Opposite lulu near mankave .","India,Kerala,Kozhikode,Mankavu",1765927142,"₹ 35,00,000",4 Bds - 4+ Ba - 2500 ft2,2024-03-28T13:17:32+0000
3 BHK Fully-furnished Apartment,"A fully-furnished new 3BHK apartment at Landmark millennia centre. Includes ACs in all the bedrooms, water heater, curtains/blinds, storage spaces, lights, fans, exhaust fans etc. (pics). Located at Kodal Nadakkavu, Pantheerankavu, Kozhikode. Balcony spans livng room, kitchen and a bedroom. Contact via email (sandeepsurin123 at gmail dot com) or WhatsApp.","India,Kerala,Kozhikode,Poovangal",1765923638,"₹ 37,000",3 Bds - 3 Ba - 1380 ft2,2024-03-28T12:38:02+0000
3bhk luxury furnished flat for rent near metro hospital,3bhk luxury furnished flat for rent near metro hospitalFully furnishedReady to moveCar parkin veey near to cyberpark and metrocaediac hospitalEasy to access calicut airport,"India,Kerala,Kozhikode,Thondayad",1711389619,"₹ 30,000",2 Bds - 2 Ba - 1800 ft2,2024-03-28T12:37:26+0000
Luxury studio flat for rent near metro hospital thondayad,Luxury studio flat for rent near metro hospital thondayad.Ready to moveCar parkingWelo maintained flatLuxury furnishedRent 18k,"India,Kerala,Kozhikode,Thondayad",1722076887,"₹ 18,000",1 Bds - 1 Ba - 500 ft2,2024-03-28T12:36:44+0000
1bhk luxury flat for rent near cyberpark calicut,1bhk luxury flat for rent near cyberpark calicutReady to moveGood interiorExcellent view Very near to cyberpark and hilitemallEasy to access calicut airport etcRent 18k,"India,Kerala,Kozhikode,Thondayad",1737376477,"₹ 19,000",1 Bds - 1 Ba - 500 ft2,2024-03-28T12:35:50+0000
Upstairs for rent for women,Upstairs for paying guest women only westhill calicut,"India,Kerala,Kozhikode,Nadakkavu",1765919271,"₹ 6,000",2 Bds - 1 Ba - 550000 ft2,2024-03-28T11:55:27+0000
"House for Rent, Kannanchery, Kozhikode",House for rentBalcony:1Kitchen:2Bedroom:4Bathroom:42 KM from Kallai Railway Station & 4 KM from Kozhikode Railway Station. Please contact serious buyers only.,"India,Kerala,Kozhikode,Kannanchery",1765908911,"₹ 18,000",4 Bds - 4 Ba - 1800 ft2,2024-03-28T10:15:11+0000
semi furnished house for rent,Semi furnished house for rent Near hilite mall,"India,Kerala,Olavanna,Poovangal",1765893234,"₹ 25,000",3 Bds - 3 Ba - 2300 ft2,2024-03-28T07:53:16+0000
House for Rent,"House for Rent /Rooms available Three thousand per headBachelors allowed Couples not allowedRooms with bathrooms attached Kithchen,Dining hall, 1.5 km away from calicut Highlight mall,Near copper folia","India,Kerala,Kozhikode,Hill View Colony",1765885602,"₹ 3,000",4 Bds - 4 Ba - 1200 ft2,2024-03-28T06:51:30+0000
UPSTAIR FOR RENT WESTHILL CALICUT,"2 BEDROOM ATTACHED,HALL,KITCHEN, CAR SITE RENT 12000ADVANCE 40000MOB 89    21 4    66      42     5","India,Kerala,Kozhikode,West Hill",1734135779,"₹ 12,000",2 Bds - 2 Ba - 1000 ft2,2024-03-28T05:09:39+0000
Home For Rent Only For Families,"Location :- Areekad , KozhikodeIndependent house in 12centsClose to busstop , 400m from NH Junction at areekkadWell waterOnly renting out to familiesEmployees preferred 2BHK House one attached and one non attachedClean surroundingsAmple parkingContact for more details","India,Kerala,Kozhikode,Areekad",1711100356,"₹ 13,000",2 Bds - 2 Ba - 1000 ft2,2024-03-28T05:06:42+0000
KOZHIKODE KRISHNAN NAIR ROAD1300 sq ft HOUSE FOR RENT,"Kozhikode Krishnan Nair road 1300 sq.ft (3 bedroom) house for rent.Rent-13,000.Advance -six month rent.KAIRALI PROPERTIES KOZHIKODEPic may not be original","India,Kerala,Kozhikode,Krishnan Nair Road",1765839237,"₹ 13,000",3 Bds - 3 Ba - 1300 ft2,2024-03-27T16:08:33+0000
5 bhk house for rent use hostel near iqura hospital,5 bhk independent house for rent usefull for hostel near iqura hospital,"India,Kerala,Kozhikode,Malaparamba",1765836166,"₹ 33,000",4+ Bds - 4 Ba - 2000 ft2,2024-03-27T15:30:26+0000
പുതിയ വില്ലയിൽ പഠനസൗകര്യത്തോട് കൂടിയ താമസം,"നിങ്ങൾ പഠിക്കാൻ സൗകര്യം ഉള്ള ഒരു സ്ഥലം അന്വേശിക്കുകയാണോ?പുതിയ വില്ലയിൽ പഠനസൗകര്യത്തോട് കൂടിയ താമസം നിങ്ങൾക്ക് ലഭ്യമാണ്.തനത് നാടൻ ഭക്ഷണം. നിശബ്ദവും, സ്വകാര്യതയും ലഭ്യമാവുന്ന ഇടം. ഫർണീച്ചർ, ഫ്രിഡ്ജ്, വാഷിംഗ്‌ മെഷീൻ സൗകര്യങ്ങൾ. Wifi ലഭ്യമാണ്.","India,Kerala,Kozhikode,Karaparamba",1765833541,"₹ 4,800",4+ Bds - 4+ Ba - 3500 ft2,2024-03-27T14:58:44+0000
For Bachelors 2 bhk on Ground Floor for RENT in near West Hill,"2 bedroom on Ground Floor for RENT in near West Hill.2 bedroom, 2 bathroom, hall, kitchen.Rent Rs 13000 per month & Rs 40000 deposit.Available to bachelors (max 4 persons)Genuine clients can contact for details and site visit.SERVICE CHARGES AS APPLICABLE.","India,Kerala,Kozhikode,West Hill",1765825596,"₹ 13,000",2 Bds - 2 Ba - 850 ft2,2024-03-27T13:34:35+0000
2 Bhk appartment for Rent. Negotiable,Flat for Rent. Preferably family. 2Bhk. Un furnished,"India,Kerala,Kozhikode,Pottammal",1765824518,"₹ 14,000",2 Bds - 2 Ba - 1000 ft2,2024-03-27T13:22:38+0000
New construction,2 k.m. to Railway & Bus stations nearby. Schools & temples nearby- No brokerage-,"India,Kerala,Kozhikode,Kallai",1765814222,"₹ 13,000",2 Bds - 1 Ba - 1000 ft2,2024-03-27T11:43:46+0000
2 bhk new upstairs house near East hill,2. bhk new upstairs house near East hill,"India,Kerala,Kozhikode,Karaparamba",1765803311,"₹ 17,000",,2024-03-27T10:04:33+0000
3 bhk semi furnished flat near chevayur,3 bhk semi furnished flat near chevayur,"India,Kerala,Kozhikode,Chevayur",1765802923,"₹ 20,000",3 Bds - 3 Ba - 1450 ft2,2024-03-27T10:00:57+0000
Premium 3bhk apartment with carparking and related amenities,"Premium location near Chevayur , Calicut","India,Kerala,Kozhikode,Chevayoor",1765802445,"₹ 22,000",3 Bds - 3 Ba - 1500 ft2,2024-03-27T09:56:38+0000
House for rent at karaparamba,2 bhk flat for sale kozhikode nadakkav.,"India,Kerala,Kozhikode,Karaparamba",1762349434,"₹ 18,000",2 Bds - 2 Ba - 1048 ft2,2024-03-27T08:47:13+0000
"Upstair house for rent near mankav, rent 18000/- adv 80000","Upstair house for rent near mankav, rent 18000/- adv 80000.","India,Kerala,Kozhikode,Mankavu",1765793334,"₹ 18,000",4 Bds - 4 Ba - 1800 ft2,2024-03-27T08:36:36+0000
"Independent Villa in a gated community at West Hill, Kozhikode",Prime residential area in West Hill Chunkam. 100 mtrs from Kannur Main Road (Near Passport Office) . 3BR independent Villa with modern design inside a gated community. Round-the-clock Security. Gym & Indoor Badminton Court with lights. All Rooms fitted AC and well furnished kitchen. 4 bathrooms. Own well and Public water connection. Power back-up. Own car park.,"India,Kerala,Kozhikode,West Hill Chungam",1765789326,"₹ 32,000",3 Bds - 4 Ba - 1900 ft2,2024-03-27T08:00:39+0000
Home for rent in Karaparamba,Home for rent,"India,Kerala,Kozhikode,Karaparambu",1765786869,"₹ 15,000",2 Bds - 2 Ba - 1200 ft2,2024-03-27T07:39:32+0000
2 BHK HOUSE FOR RENT AT CALICUT,2 BHK FURNISHED HOUSE FOR RENT AT CALICUT Rs- 20k,"India,Kerala,Kozhikode,Nadakkavu",1765779952,"₹ 20,000",2 Bds - 2 Ba - 1200 ft2,2024-03-27T06:44:40+0000
2 bhk house in jawahar colony,2 bhk house in jawahar colony,"India,Kerala,Kozhikode,Nadakkavu",1765779877,"₹ 20,000",2 Bds - 2 Ba - 1200 ft2,2024-03-27T06:44:09+0000
NEW 3 bhk fully furnished flat rent near POTTAMMAL,3 bhk fully furnished flat rent near POTTAMMAL,"India,Kerala,Kozhikode,Pottammal",1765775934,"₹ 50,000",3 Bds - 3 Ba - 1750 ft2,2024-03-27T06:15:25+0000
2bhk independed villa,2bhk independed villa,"India,Kerala,Kozhikode,Araidathpalam",1765768832,"₹ 15,000",2 Bds - 2 Ba - 1200 ft2,2024-03-27T05:18:01+0000
West hill    2BHK house (ഓടിട്ടത് )for rent only family,West hill nr st michels school 2BHK House (ഓടിട്ടത് ) for rent100 m d from bus stop1 car parkingRent 6000Ad 25000Ph 96⁴56575¹6,"India,Kerala,Kozhikode,West Hill",1765761533,"₹ 6,000",,2024-03-27T04:03:29+0000
3 bhk flat near chevayur 'medical college,3 bhk flat near chevayur 'medical college,"India,Kerala,Kozhikode,Chevayoor",1754035333,"₹ 20,000",3 Bds - 3 Ba - 1450 ft2,2024-03-26T16:07:56+0000
KOZHIKODE KRISHNAN NAIR ROAD 800sq.ft HOUSE FOR RENT,"Kozhikode Krishnan nair road 800 sq.ft house for rent.Rent-9,000. Advance -50,000.Service charge applicable .Pic may not be original","India,Kerala,Kozhikode,Krishnan Nair Road",1765731630,"₹ 9,000",2 Bds - 1 Ba - 800 ft2,2024-03-26T15:19:22+0000
5 bhk house rent for hostel near iqura hospital malaparamba,5 bhk independent house for rent use for hostel near iqura hospital malaparamba,"India,Kerala,Kozhikode,Malaparamba",1765730536,"₹ 35,000",4+ Bds - 4 Ba - 2000 ft2,2024-03-26T15:06:53+0000
Thondayad 3 bhk flat for rent,Thondayad 3 bhk flat for rent,"India,Kerala,Kozhikode,Thondayad",1754155313,"₹ 19,500",3 Bds - 3 Ba - 1700 ft2,2024-03-26T14:38:37+0000
3 bhk flat near west hill puthiyangadi,3 bhk flat near west hill puthiyangadi,"India,Kerala,Kozhikode,West Hill",1755581400,"₹ 32,000",3 Bds - 3 Ba - 1800 ft2,2024-03-26T14:38:07+0000
2 bhk new flat near chevayur,2 bhk new flat near chevayur,"India,Kerala,Kozhikode,Chevayoor",1762012400,"₹ 20,000",2 Bds - 2 Ba - 1250 ft2,2024-03-26T14:37:39+0000
3 BHK Semi-furnished Apartment,"A semi-furnished new 3BHK apartment at Landmark millennia centre. Includes ACs in all the bedrooms, water heater, curtains/blinds, storage spaces, lights, fans, exhaust fans etc. (pics). Located at Kodal Nadakkavu, Pantheerankavu, Kozhikode. River view from balcony. Contact via email (sudipsuren at gmail dot com) or WhatsApp.","India,Kerala,Kozhikode,Poovangal",1765714073,"₹ 35,000",3 Bds - 3 Ba - 1278 ft2,2024-03-26T12:06:33+0000
3BHK neat furnished house near Starcare hospital thondayad 30K,Rent 30Deposit 1.5 lakhBachelorOfficeArchitecture officeWorkspaceGuest HouseIT work,"India,Kerala,Kozhikode,Thondayad",1766276781,"₹ 30,000",3 Bds - 4 Ba - 2500 ft2,2024-03-31T22:11:21+0000
Girls only,"Good atmosphere, homeliy food,","India,Kerala,Kozhikode,Thadambattuthazham",1766253396,"₹ 10,000",3 Bds - 2 Ba - 200 ft2,2024-03-31T14:24:03+0000
Ground floor owner,1 st floor place extra,"India,Kerala,Kozhikode,Eranjipalam",1766234792,"₹ 9,500",2 Bds - 1 Ba - 1100 ft2,2024-03-31T11:08:05+0000
House for rent @ kovoor,"Well maintained, tiled house ,4bedroom,2 bathroom, dining room and kitchen, corporation water, 500metre from kovoor bus stop, calm surroundings…rebt 15000…deposit 25000…brokers plz excuse","India,Kerala,Kozhikode,Kovoor",1766230920,"₹ 15,000",4 Bds - 2 Ba - 980 ft2,2024-03-31T10:30:32+0000
Furnished / Semi furnished 2/3 Bedroom flats.,1 bhk Malaparambu Furnished flat 15000 k adv 3 months 3 bhk Civil Furnished flat 23000 k adv 3 months.3 bhk at Eranipalam semi furnished flat 20000 k adv 3 months.3 bhk at Mananjira semi furnished flat 26000 k adv 3 months2 bhk at Karaparambu semi furnished flat 20000 k adv 3 months.2 bhk at Kunnathpalam Furnished flat at 30000 k adv 3 months.3 bhk at Karaparambu semi furnished flat 28500 k adv 3 months.3 bhk at Kallayi semi furnished flat 30000 k adv 3 months.3 bhk at Civil semi furnished flat 20000 k adv 3 months.3 bhk at Beach bhat semi furnished flat 34000 k adv 4 months2 bhk at Residency Hl Furnished flat 35000 k adv 4 months.3 bhk at Exotica semi furnished flat 30000 k adv 3 months.2 bhk at Methotutazam semi furnished  flat 18000 k adv 3 months.3 bhk at Tc1 Furnished flat 35000 k adv 3 months.3 bhk at Potammal Furnished flat 33000 k adv 3 months.2 bhk at Metromax Furnished flat at 27000 k adv 4 months1 bhk at Tripenta Furnished flat 20000 k adv 3 months.3 bhk at Kotooly semi furnished flat 23000 k adv 3 months.3 bhk at Meenchanda Furnished flat 35000 k adv 4 months2 bhk at Civil semi Furnished flat at 17500 k adv 3 months.2 bhk at Kotooly Furnished flat 30000 k adv 3 months.3 bhk at Comtrust  semi furnished flat 25000 k adv 3 months.3 bhk at Perumanna Furnished flat 25000 k adv 8 months.2 bhk at Puthiyengadi semi furnished flat 22000 k adv 3 months.2 bhk Potammal Furnished flat 28000 k adv 4 months.3 bhk at Ymca semi furnished flat 26500 k adv 3 months.2 bhk at Civil station semi furnished flat 16000 k adv 3 months.2 bhk at Cheverambalam Furnished flat 30000 k adv 4 months.3 bhk at Bmh semi furnished flat 25000 k adv 3 months.2 bhk at Parayanjeri semi furnished flat 18000 k adv 3 months.2 bhk at Westhill Furnished flat at 20000 k adv 3 months.3 bhk at Westhill semi furnished flat at 23000 k adv 3 months.3 bhk at Sarovaram Furnished flat 35000 k adv 4 months.3 bhk at Tali semi furnished flat 30000 k adv 3 months.3 bhk at Mims Furnished flat 35000 k adv 4 months.2 bhk at Kunduparambu Furnished flat at 23000 k adv 4 months.2 bhk at Mims furnished flat 25000 k adv 3 months.3 bhk flat Mananjira Furnished flat at  35000 k adv 3 months.3 bhk at Arayadatupalam semi Furnished flat 23000 k adv 3 months.2 bhk at Westhill semi furnished flat at   14000 k adv 3 months.2 bhk at Methotutazam Furnished flat at 20000 k adv 4 months.2 bhk at Govindpuram Furnished flat at 24000 k adv 3 months.1 bhk at Manorama Furnished flat at 25000 k adv 3 months.2 bhk at Eranipalam semi furnished  flat at 20000 k adv 3 months.3 bhk at Paniker rd semi furnished flat at 24000 k adv 3 months.3 bhk at Chakorthukulam Furnished flat at 28000 k adv 3 months.3 bhk at Mankavu semi furnished flat at 19000 k adv 3 months.1 bhk at Abacus Furnished flat at 20000 k adv 3 months.3 bhk at Kotooly semi furnished flat at 32000 k adv 3 months.3 bhk at Kotooly semi furnished flat at 20500 k adv 3 months.2 bhk at Methotutazam Furnished flat at 25000 k adv 3 months.2 bhk at Malaparambu semi furnished flat at 18000 k adv 3 months.2 bhk at Tripenta semi furnished flat 25000 k adv 3 months.3 bhk at Chulliode rd Furnished flat at 32000 k adv 4 months.2 bhk Furnished flat at Karaparambu 30000 k adv 3 months.2 Bhk flat Furnished at Perumanna  20000 k adv 3 months.2 Bhk flat Furnished at Malaparambu at 24000 k adv 4 months.2 Bhk flat Perumanna semi furnished at 17000 k adv 3 months.4 bhk Furnished flat at Malaparambu at 35000 k adv 4 months.Service charge as per industry standards.we are real estate consultants.,"India,Kerala,Kozhikode,Nadakkavu",1569963250,"₹ 17,000",3 Bds - 3 Ba - 1550 ft2,2024-03-31T09:19:48+0000
Roadside house for rent,Roadside house karikamkulam karaparambu easy to access bus 50 metre to bus stop 6km to Kozhikode town,"India,Kerala,Kozhikode,Karaparambu",1766219658,"₹ 8,500",3 Bds - 2 Ba - 60000 ft2,2024-03-31T08:46:52+0000
Single house for rent near govindhapuram mailambadi.,"Single house for rent near govindhapuram mailambadi.rent 11000/- adv 40000/-  family, batchilors, ladies allowed","India,Kerala,Kozhikode,Pottammal",1766218386,"₹ 11,000",2 Bds - 1 Ba - 1200 ft2,2024-03-31T08:35:27+0000
